id,kingdom,phylum,class,order,family,genus,species,kingdom_id,phylum_id,class_id,order_id,family_id,genus_id,species_id
5857403135142877664,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Abrothrix,Abrothrix longipilis,1,44,359,1459,3240723,4265090,4265092
11813337259497454118,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Abrothrix,Abrothrix olivaceus,1,44,359,1459,3240723,4265090,4265094
8324276904903690269,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Abrothrix,Abrothrix sanborni,1,44,359,1459,3240723,4265090,4265091
9832886083435834043,Animalia,Chordata,Mammalia,Carnivora,Felidae,Acinonyx,Acinonyx jubatus,1,44,359,732,9703,2435269,2435270
3561235839457300612,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Aepyceros,Aepyceros melampus,1,44,359,731,9614,2441143,2441144
2687197402443816785,Animalia,Chordata,Mammalia,Rodentia,Muridae,Aethomys,Aethomys kaiseri,1,44,359,1459,5510,2438166,2438175
18161282609721809475,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Agamia,Agamia agami,1,44,212,7190953,3685,2480835,2480836
14873771495641194521,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon azarae,1,44,359,1459,3240723,7791043,2437878
17480535673690881708,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon montensis,1,44,359,1459,3240723,7791043,4265083
4565321042170440002,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon paranaensis,1,44,359,1459,3240723,7791043,4265088
11772080640593332916,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon simulator,1,44,359,1459,3240723,7791043,2437887
7242363225404535609,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon varius,1,44,359,1459,3240723,7791043,2437922
2548230344658342418,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Alcelaphus,Alcelaphus buselaphus,1,44,359,731,9614,2441202,5220185
3319480685409934194,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Alces,Alces alces,1,44,359,731,5298,7816758,2440940
5237736931968892268,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,Allactaga sibirica,1,44,359,1459,9435,2439481,2439490
8666710879061635353,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allenopithecus,Allenopithecus nigroviridis,1,44,359,798,9622,2436619,2436620
14337774200966487690,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,Allochrocebus lhoesti,1,44,359,798,9622,8307483,7416027
17638752248253985021,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,Allochrocebus solatus,1,44,359,798,9622,8307483,7583919
2520490055933356976,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta caraya,1,44,359,798,3239607,2436647,2436652
10347451165143818001,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta palliata,1,44,359,798,3239607,2436647,2436649
3317656156056400338,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta pigra,1,44,359,798,3239607,2436647,2436653
4141247489035705497,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta seniculus,1,44,359,798,3239607,2436647,2436648
11899154706340813466,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona vinacea,1,44,212,1445,9340,2479603,2479617
11709459008082045967,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona viridigenalis,1,44,212,1445,9340,2479603,2479665
14765969158523892067,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus nelsoni,1,44,359,1459,9456,2437567,2437569
7803762851707911278,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ammotragus,Ammotragus lervia,1,44,359,731,9614,2441004,2441005
2891395421696128734,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas platyrhynchos,1,44,212,1108,2986,2498056,9761484
3445813375293009088,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas crecca,1,44,212,1108,2986,2498056,8214667
10378096283601357754,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,1,44,212,1108,2986,2498056,
1917489432692767215,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas penelope,1,44,212,1108,2986,2498056,2498111
2937383747200766471,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas clypeata,1,44,212,1108,2986,2498056,2498089
15787378637402938615,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas acuta,1,44,212,1108,2986,2498056,2498112
8201333610897467604,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas americana,1,44,212,1108,2986,2498056,2498154
12827686866417591715,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas bahamensis,1,44,212,1108,2986,2498056,2498090
15936447056976911490,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas gracilis,1,44,212,1108,2986,2498056,2498095
3281692976794553834,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas superciliosa,1,44,212,1108,2986,2498056,2498084
15689672270564655444,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas gracilis,1,44,212,1108,2986,2498056,2498095
9773561649756683613,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas poecilorhyncha,1,44,212,1108,2986,2498056,9450106
13140071473913284639,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas strepera,1,44,212,1108,2986,2498056,2498151
16977607460642551218,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas superciliosa,1,44,212,1108,2986,2498056,2498084
12725190250448717761,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,1,44,359,734,9366,5963037,5963040
10470055156091240010,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,1,44,359,734,9366,5963037,5963041
3705492780442457113,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser fabalis,1,44,212,1108,2986,2498016,2498027
17187604224074629301,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,,1,44,212,1108,2986,2498016,
17063043757946391775,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser anser,1,44,212,1108,2986,2498016,2498036
4726813428963196434,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser cygnoides,1,44,212,1108,2986,2498016,2498034
5765832032350269428,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Antidorcas,Antidorcas marsupialis,1,44,359,731,9614,2441063,2441064
12627753719521957993,Animalia,Chordata,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,Antilocapra americana,1,44,359,731,5715,2440901,2440902
585078809229217625,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Antilope,Antilope cervicapra,1,44,359,731,9614,2440900,2441065
10280981815250208914,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Antrozous,Antrozous pallidus,1,44,359,734,9368,2432337,2432339
7133773576438786386,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,Aotus azarae,1,44,359,798,3239574,2436667,5707409
15481668754040652506,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,Aotus trivirgatus,1,44,359,798,3239574,2436667,5219590
13622899350181448591,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus chevrieri,1,44,359,1459,5510,2437754,5219743
12551348198676197814,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus agrarius,1,44,359,1459,5510,2437754,2437761
4898932640203912511,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus peninsulae,1,44,359,1459,5510,2437754,5219734
14305921613624771219,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus draco,1,44,359,1459,5510,2437754,5219737
4017289767094080241,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,1,44,359,1459,5510,2437754,2437760
6320737721695850460,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus draco,1,44,359,1459,5510,2437754,5219737
326933718482303288,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus flavicollis,1,44,359,1459,5510,2437754,2437756
5272698449815396774,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,,1,44,359,1459,5510,2437754,
8801179368255645095,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus argenteus,1,44,359,1459,5510,2437754,5219736
15705499466314140928,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus mystacinus,1,44,359,1459,5510,2437754,2437773
17338466820818573339,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus speciosus,1,44,359,1459,5510,2437754,5219745
9573462368708524512,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus uralensis,1,44,359,1459,5510,2437754,2437775
13547364010348112970,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes patagonicus,1,44,212,7190978,5284,2481659,2481660
5135680995440254939,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,Ara ararauna,1,44,212,1445,9340,1686160,5959231
6058265380483142889,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus australis,1,44,359,732,5309,2433469,2433480
10683028780703639234,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea cinerea,1,44,212,7190953,3685,2480922,9797180
1564169609025772956,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardeola,Ardeola bacchus,1,44,212,7190953,3685,2480901,2480907
688205662366678483,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,Arenaria interpres,1,44,212,7192402,5282,2481774,2481776
2889132951985600383,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus obscurus,1,44,359,734,9366,2433258,2433259
